Date,Parameter,Parameter_Category,Operating_Area,System_City,System_City_Calculated
23-Nov-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1744
24-Nov-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1742
25-Nov-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1514
26-Nov-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1489
27-Nov-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1472
28-Nov-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1447
29-Nov-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1410
30-Nov-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1483
1-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1607
2-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1589
3-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1589
4-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1587
5-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1582
6-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1506
7-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1581
8-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1624
9-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1633
10-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1623
11-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1609
12-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1469
13-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1424
14-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1318
15-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1408
16-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1366
17-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1553
18-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1306
19-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1269
20-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1269
21-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1153
22-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1177
23-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1246
24-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1312
25-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1273
26-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1059
27-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1144
28-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1217
29-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1286
30-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1265
31-Dec-12,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1251
1-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1226
2-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1178
3-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1167
4-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1159
5-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1243
6-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1230
7-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1154
8-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1088
9-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1071
10-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1045
11-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1013
12-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1086
13-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1126
14-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1197
15-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1309
16-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1334
17-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1453
18-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1440
19-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1471
20-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1460
21-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1371
22-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1397
23-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1393
24-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1390
25-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1584
26-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1586
27-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1643
28-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1642
29-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1577
30-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1247
31-Jan-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1180
1-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1043
2-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1014
3-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1069
4-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1181
5-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1281
6-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1341
7-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1327
8-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1390
9-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1419
10-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1416
11-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1407
12-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1364
13-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1306
14-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1337
15-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1415
16-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1430
17-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1394
18-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1366
19-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1359
20-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1307
21-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1301
22-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1388
23-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1436
24-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1410
25-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1461
26-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1547
27-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1548
28-Feb-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1428
1-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1466
2-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1494
3-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1548
4-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1574
5-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1583
6-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1541
7-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1368
8-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1490
9-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1546
10-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1549
11-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1424
12-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1499
13-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1575
14-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1591
15-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1579
16-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1675
17-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1651
18-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1590
19-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1516
20-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1531
21-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1510
22-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1589
23-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1596
24-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1497
25-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1453
26-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1541
27-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1559
28-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1584
29-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1595
30-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1710
31-Mar-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1719
1-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1694
2-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1725
3-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1694
4-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1679
5-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1609
6-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1502
7-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1574
8-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1626
9-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1651
10-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1591
11-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1499
12-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1550
13-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1620
14-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1672
15-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2213
16-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2251
17-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2270
18-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2011
19-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1981
20-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2054
21-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2050
22-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1731
23-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1759
24-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1988
25-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1958
26-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2071
27-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2307
28-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2413
29-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2400
30-Apr-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2226
1-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2106
2-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2068
3-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2198
4-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2374
5-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2407
6-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2443
7-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2505
8-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2509
9-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2427
10-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2396
11-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2478
12-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2538
13-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2479
14-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2370
15-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2432
16-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2227
17-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2306
18-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2514
19-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2503
20-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2526
21-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2540
22-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2564
23-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2657
24-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2686
25-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2786
26-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2652
27-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2753
28-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2643
29-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2712
30-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2712
31-May-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2635
1-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2707
2-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2711
3-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2715
4-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2772
5-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2876
6-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2831
7-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2779
8-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2849
9-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2825
10-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2758
11-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2680
12-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2604
13-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2517
14-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2568
15-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2566
16-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2506
17-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2492
18-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2480
19-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2515
20-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2474
21-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2503
22-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2569
23-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2581
24-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2564
25-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2546
26-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2527
27-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2504
28-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2554
29-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2648
30-Jun-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2699
1-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2742
2-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2714
3-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2738
4-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2747
5-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2868
6-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2730
7-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2775
8-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2828
9-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2913
10-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3076
11-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3068
12-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2987
13-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2874
14-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2883
15-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2917
16-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2949
17-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3000
18-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3007
19-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2965
20-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2938
21-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2976
22-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2910
23-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2858
24-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2837
25-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2892
26-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2863
27-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2750
28-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2804
29-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2841
30-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2909
31-Jul-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2927
1-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3002
2-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2821
3-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2696
4-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2770
5-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2799
6-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2691
7-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2826
8-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2825
9-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2683
10-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2579
11-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2600
12-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2638
13-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2760
14-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2786
15-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2686
16-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2574
17-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2611
18-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2785
19-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2803
20-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2655
21-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2715
22-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2795
23-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2715
24-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2690
25-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2700
26-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2602
27-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2596
28-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2605
29-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2652
30-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2624
31-Aug-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2665
1-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2895
2-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2976
3-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2994
4-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3021
5-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2873
6-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2859
7-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2649
8-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2895
9-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2874
10-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2916
11-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2778
12-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2804
13-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2636
14-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2868
15-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2949
16-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2896
17-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2938
18-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2900
19-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2896
20-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2710
21-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2805
22-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2802
23-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3681
24-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3070
25-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2982
26-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2835
27-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2838
28-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2868
29-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2984
30-Sep-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3049
1-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3172
2-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3205
3-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3173
4-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2914
5-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2985
6-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3124
7-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3074
8-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3153
9-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3253
10-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3025
11-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3158
12-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3103
13-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2930
14-Oct-13,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2341
