Date,Parameter,Parameter_Category,Operating_Area,System_City,System_City_Calculated
16-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1610
17-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1523
18-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1389
19-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1464
20-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1384
21-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1514
22-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1581
23-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1484
24-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1408
25-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1321
26-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1389
27-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1511
28-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1765
29-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1829
30-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1768
31-Dec-15,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1450
1-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1368
2-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1383
3-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1407
4-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1459
5-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1512
6-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1605
7-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1687
8-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1632
9-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1578
10-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1624
11-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1683
12-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1638
13-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1703
14-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1722
15-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1642
16-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1714
17-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1792
18-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1793
19-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1705
20-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1582
21-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1691
22-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1736
23-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1769
24-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1730
25-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1410
26-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1338
27-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1316
28-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1306
29-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1270
30-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1340
31-Jan-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1415
1-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1488
2-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1446
3-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1569
4-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1634
5-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1663
6-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1775
7-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1740
8-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1442
9-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1522
10-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1472
11-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1442
12-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1491
13-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1759
14-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1792
15-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1878
16-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1915
17-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1849
18-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1800
19-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1725
20-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1998
21-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1960
22-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1891
23-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1666
24-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1731
25-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1871
26-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1827
27-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2042
28-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2124
29-Feb-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2197
1-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2254
2-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2293
3-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2290
4-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2193
5-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2189
6-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2150
7-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2183
8-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2169
9-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2204
10-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2303
11-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2333
12-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2429
13-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2536
14-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2521
15-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2413
16-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2195
17-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2195
18-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1917
19-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2110
20-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2452
21-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2376
22-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2082
23-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2164
24-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2355
25-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2386
26-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2577
27-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2642
28-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2618
29-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2321
30-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2328
31-Mar-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2228
1-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2054
2-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2043
3-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2229
4-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2231
5-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2340
6-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2430
7-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2461
8-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2289
9-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2472
10-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2472
11-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2708
12-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2701
13-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2377
14-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2053
15-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,1919
16-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2280
17-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2524
18-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2592
19-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2659
20-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2704
21-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2768
22-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2600
23-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2645
24-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2803
25-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2844
26-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2949
27-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2772
28-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2834
29-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2557
30-Apr-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2604
1-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2771
2-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2827
3-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2927
4-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3019
5-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2887
6-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2865
7-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2831
8-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2871
9-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2817
10-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2805
11-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2923
12-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2921
13-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2941
14-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3093
15-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3269
16-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3167
17-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3162
18-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3156
19-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3159
20-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2863
21-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2891
22-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3031
23-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3052
24-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3036
25-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2847
26-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2840
27-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2740
28-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2811
29-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2933
30-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2699
31-May-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3002
1-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3066
2-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3106
3-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3089
4-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3267
5-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3332
6-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3315
7-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3462
8-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3724
9-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3573
10-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3529
11-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3533
12-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3529
13-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3656
14-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3666
15-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3601
16-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3554
17-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3555
18-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3457
19-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3591
20-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3617
21-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3540
22-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3505
23-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3533
24-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3561
25-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3622
26-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3641
27-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3723
28-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3677
29-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3674
30-Jun-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,7040.29587
1-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3729
2-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3650
3-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3548
4-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3432
5-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3344
6-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3262
7-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3172
8-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3218
9-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3230
10-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3272
11-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3281
12-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3230
13-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3203
14-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3154
15-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3002
16-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3119
17-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3139
18-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3097
19-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3070
20-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2985
21-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2972
22-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2984
23-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3117
24-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3182
25-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2964
26-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3092
27-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3169
28-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3156
29-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3051
30-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3122
31-Jul-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3106
1-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2819
2-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2887
3-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2982
4-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3018
5-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3002
6-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3204
7-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3254
8-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3289
9-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3193
10-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3155
11-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3156
12-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3084
13-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3223
14-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3318
15-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3428
16-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3425
17-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3302
18-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3215
19-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3047
20-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3192
21-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3265
22-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3347
23-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3283
24-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3372
25-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3394
26-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3346
27-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3591
28-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3731
29-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3714
30-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3775
31-Aug-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3683
1-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3683
2-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3734
3-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3768
4-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3771
5-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3936
6-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,4193
7-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,4266
8-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,4141
9-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3864
10-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3542
11-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3092
12-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3667
13-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3643
14-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3762
15-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3952
16-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3809
17-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3858
18-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3794
19-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3708
20-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3699
21-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3644
22-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3550
23-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3447
24-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3385
25-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3462
26-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3319
27-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3294
28-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3291
29-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3206
30-Sep-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3044
1-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3074
2-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3158
3-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3112
4-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,3030
5-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2958
6-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2941
7-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2783
8-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2869
9-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2908
10-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2844
11-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2780
12-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2791
13-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2751
14-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2619
15-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2717
16-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2727
17-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2660
18-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2609
19-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2582
20-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2542
21-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2426
22-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2571
23-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2598
24-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2616
25-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2619
26-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2665
27-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2628
28-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2444
29-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2570
30-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2858
31-Oct-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2855
1-Nov-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2870
2-Nov-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2805
3-Nov-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2462
4-Nov-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2343
5-Nov-16,Non-Coincident Peak Load MW,Electrical Grid,WOA,Makkah,2309
